order_no,booking_date,driver_id,license_plates,`status`,create_date,类型,driver_id,license_plates
"P33501897755055684","2017-08-05 09:49:00","26855","京BZ6006","50","2017-08-05 09:49:15","绑单","26855","京BZ6006"
"P25501897974752362","2017-08-07 05:00:00","23911","京BZ5772","50","2017-08-05 09:52:54","抢单","23911","京BZ5772"
"P26501898049570388","2017-08-05 09:54:00",\N,\N,"60","2017-08-05 09:54:09","其他",\N,\N
"P13501898118064932","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 09:55:18","其他",\N,\N
"P26501898137673213","2017-08-05 09:55:00",\N,\N,"60","2017-08-05 09:55:37","其他",\N,\N
"P24501898155568975","2017-08-05 12:10:00",\N,\N,"60","2017-08-05 09:55:55","其他",\N,\N
"P22501898208414273","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 09:56:48","其他",\N,\N
"P22501898290581510","2017-08-05 12:10:00",\N,\N,"60","2017-08-05 09:58:10","其他",\N,\N
"P13501898386771841","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 09:59:46","其他",\N,\N
"P13501898514525644","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:01:54","其他",\N,\N
"P21501898711195668","2017-08-05 12:10:00",\N,\N,"60","2017-08-05 10:05:11","其他",\N,\N
"P43501898912829548","2017-08-05 20:00:00","23923","京BZ5778","60","2017-08-05 10:08:32","抢单","23923","京BZ5778"
"P26501899108236401","2017-08-05 20:00:00","23923","京BZ5778","50","2017-08-05 10:11:49","抢单","23923","京BZ5778"
"P7501899182704066","2017-08-05 12:15:00",\N,\N,"60","2017-08-05 10:13:02","其他",\N,\N
"P3501899192220509","2017-08-05 12:15:00","6323","沪BMA057","50","2017-08-05 10:13:12","抢单","6323","沪BMA057"
"P37501899406017509","2017-08-06 08:00:00","40795","辽AR99Z0","60","2017-08-05 10:16:46","抢单","40795","辽AR99Z0"
"P5501899801411301","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:23:21","其他",\N,\N
"P35501899994433027","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:26:34","其他",\N,\N
"P27501900033573307","2017-08-05 10:27:00",\N,\N,"60","2017-08-05 10:27:13","其他",\N,\N
"P5501900045553737","2017-08-05 10:27:00",\N,\N,"60","2017-08-05 10:27:25","其他",\N,\N
"P43501900150167451","2017-08-05 10:29:00",\N,\N,"60","2017-08-05 10:29:10","其他",\N,\N
"P27501900401481164","2017-08-05 10:33:00",\N,\N,"60","2017-08-05 10:33:21","其他",\N,\N
"P45501900418981189","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:33:39","其他",\N,\N
"P15501900525441797","2017-08-05 10:35:00",\N,\N,"60","2017-08-05 10:35:25","其他",\N,\N
"P40501900574188431","2017-08-05 10:36:00",\N,\N,"60","2017-08-05 10:36:14","其他",\N,\N
"P35501900637741445","2017-08-05 10:37:00",\N,\N,"60","2017-08-05 10:37:17","其他",\N,\N
"P3501900709668471","2017-08-05 10:38:00",\N,\N,"60","2017-08-05 10:38:29","其他",\N,\N
"P34501900722991943","2017-08-05 10:38:00","23923","京BZ5778","50","2017-08-05 10:38:43","绑单","23923","京BZ5778"
"P24501900750907884","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:39:10","其他",\N,\N
"P36501900774095034","2017-08-05 10:39:00",\N,\N,"60","2017-08-05 10:39:34","其他",\N,\N
"P10501900953274359","2017-08-05 10:42:00",\N,\N,"60","2017-08-05 10:42:33","其他",\N,\N
"P7501901028733931","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:43:48","其他",\N,\N
"P20501901338709933","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:48:58","其他",\N,\N
"P35501901523193108","2017-08-05 10:52:00",\N,\N,"60","2017-08-05 10:52:03","其他",\N,\N
"P21501901853006286","2017-08-05 15:00:00",\N,\N,"60","2017-08-05 10:57:33","其他",\N,\N
"P15501902218032290","2017-08-05 11:03:00",\N,\N,"60","2017-08-05 11:03:38","其他",\N,\N
"P40501902224636706","2017-08-05 11:03:00",\N,\N,"60","2017-08-05 11:03:44","其他",\N,\N
"P5501902230863617","2017-08-05 11:03:00","104593","苏E53N2R","50","2017-08-05 11:03:50","绑单","104593","苏E53N2R"
"P22501902384108398","2017-08-05 11:06:00",\N,\N,"60","2017-08-05 11:06:24","其他",\N,\N
"P23501902428835652","2017-08-07 06:15:00",\N,\N,"60","2017-08-05 11:07:08","其他",\N,\N
"P36501902535353380","2017-08-07 06:15:00",\N,\N,"60","2017-08-05 11:08:55","其他",\N,\N
"P21501902654457561","2017-08-05 12:30:00","5276","苏A6E1F3","50","2017-08-05 11:10:54","抢单","5276","苏A6E1F3"
"P3501902774860279","2017-08-07 06:15:00","115441","京BZ5342","60","2017-08-05 11:12:54","抢单","115441","京BZ5342"
"P10501902842518545","2017-08-05 11:14:00",\N,\N,"60","2017-08-05 11:14:02","其他",\N,\N
"P27501902896588013","2017-08-06 11:30:00","40795","辽AR99Z0","50","2017-08-05 11:14:56","抢单","40795","辽AR99Z0"
"P43501903052565095","2017-08-05 11:17:00",\N,\N,"60","2017-08-05 11:17:32","其他",\N,\N
"P25501903519364599","2017-08-05 11:25:00","43123","京BZ5795","50","2017-08-05 11:25:19","绑单","43123","京BZ5795"
"P26501903542530440","2017-08-05 11:25:00","46835","津CAT552","60","2017-08-05 11:25:42","绑单","46835","津CAT552"
"P37501903852272761","2017-08-05 11:30:00",\N,\N,"10","2017-08-05 11:30:52","其他",\N,\N
"P45501904200690877","2017-08-05 11:36:00",\N,\N,"60","2017-08-05 11:36:40","其他",\N,\N
"P36501904253678479","2017-08-07 06:15:00",\N,\N,"60","2017-08-05 11:37:33","其他",\N,\N
"P21501904258168171","2017-08-05 11:37:00",\N,\N,"60","2017-08-05 11:37:38","其他",\N,\N
"P25501904509570767","2017-08-05 11:41:00",\N,\N,"60","2017-08-05 11:41:49","其他",\N,\N
"P25501904633799217","2017-08-07 06:30:00",\N,\N,"60","2017-08-05 11:43:53","其他",\N,\N
"P17501904674753159","2017-08-05 11:44:00",\N,\N,"60","2017-08-05 11:44:34","其他",\N,\N
"P40501904722466839","2017-08-05 11:45:00","12384","浙A9SL25","50","2017-08-05 11:45:22","绑单","12384","浙A9SL25"
"P3501904744629535","2017-08-05 11:45:00",\N,\N,"60","2017-08-05 11:45:44","其他",\N,\N
"P37501904886741347","2017-08-05 11:48:00","19443","京BZ5337","50","2017-08-05 11:48:06","绑单","19443","京BZ5337"
"P21501905152327710","2017-08-05 11:52:00",\N,\N,"60","2017-08-05 11:52:32","其他",\N,\N
"P45501905193138271","2017-08-06 07:30:00",\N,\N,"60","2017-08-05 11:53:13","其他",\N,\N
"P23501905309054063","2017-08-06 07:30:00",\N,\N,"60","2017-08-05 11:55:09","其他",\N,\N
"P3501905533958556","2017-08-06 12:33:00","33213","晋AD172F","60","2017-08-05 11:58:53","抢单","33213","晋AD172F"
"P20501905609864648","2017-08-05 12:00:00",\N,\N,"60","2017-08-05 12:00:09","其他",\N,\N
"P35501905887396124","2017-08-05 14:30:00","43713","辽B1MR55","50","2017-08-05 12:04:47","抢单","43713","辽B1MR55"
"P3501905904036618","2017-08-05 12:05:00",\N,\N,"60","2017-08-05 12:05:04","其他",\N,\N
"P21501906045591153","2017-08-06 07:30:00",\N,\N,"60","2017-08-05 12:07:25","其他",\N,\N
"P21501906106925296","2017-08-05 17:50:00",\N,\N,"60","2017-08-05 12:08:26","其他",\N,\N
"P7501906817039557","2017-08-06 14:33:00","33213","晋AD172F","60","2017-08-05 12:20:17","抢单","33213","晋AD172F"
"P35501907840267676","2017-08-07 12:00:00",\N,\N,"60","2017-08-05 12:37:20","其他",\N,\N
"P40501908272899353","2017-08-05 12:44:00",\N,\N,"60","2017-08-05 12:44:32","其他",\N,\N
"P35501909567787652","2017-08-05 13:06:00",\N,\N,"60","2017-08-05 13:06:07","其他",\N,\N
"P26501909722608309","2017-08-05 13:08:00",\N,\N,"60","2017-08-05 13:08:42","其他",\N,\N
"P17501910297233157","2017-08-06 14:52:00","20711","晋AV251F","60","2017-08-05 13:18:17","抢单","20711","晋AV251F"
"P23501910312084034","2017-08-05 13:18:00",\N,\N,"60","2017-08-05 13:18:32","其他",\N,\N
"P17501910362087649","2017-08-06 14:52:00","33213","晋AD172F","50","2017-08-05 13:19:22","抢单","33213","晋AD172F"
"P20501910784939778","2017-08-05 13:26:00",\N,\N,"60","2017-08-05 13:26:24","其他",\N,\N
"P37501911621873819","2017-08-05 13:40:00",\N,\N,"60","2017-08-05 13:40:21","其他",\N,\N
"P33501912621964386","2017-08-05 13:57:00",\N,\N,"60","2017-08-05 13:57:02","其他",\N,\N
"P33501912662801473","2017-08-05 13:57:00",\N,\N,"60","2017-08-05 13:57:42","其他",\N,\N
"P21501912703998878","2017-08-05 13:58:00",\N,\N,"10","2017-08-05 13:58:24","其他",\N,\N
"P26501912771750627","2017-08-05 13:59:00",\N,\N,"60","2017-08-05 13:59:31","其他",\N,\N
"P34501912962878555","2017-08-05 16:00:00","73379","晋A3641Y","60","2017-08-05 14:02:42","抢单","73379","晋A3641Y"
"P22501913263135792","2017-08-05 14:07:00","26965","京BZ5937","50","2017-08-05 14:07:43","绑单","26965","京BZ5937"
"P10501913762739023","2017-08-05 14:16:00",\N,\N,"60","2017-08-05 14:16:02","其他",\N,\N
"P36501913826179028","2017-08-05 15:45:00",\N,\N,"60","2017-08-05 14:17:06","其他",\N,\N
"P5501913960141097","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:19:20","其他",\N,\N
"P45501914041094268","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:20:41","其他",\N,\N
"P20501914077642496","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:21:17","其他",\N,\N
"P22501914133216929","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:22:13","其他",\N,\N
"P36501914147212170","2017-08-05 14:22:00",\N,\N,"60","2017-08-05 14:22:27","其他",\N,\N
"P35501914158505350","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:22:38","其他",\N,\N
"P5501914187081823","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:23:07","其他",\N,\N
"P20501914284192181","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:24:43","其他",\N,\N
"P7501914346924612","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:25:46","其他",\N,\N
"P20501914366856462","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:26:06","其他",\N,\N
"P23501914561845603","2017-08-05 14:29:00",\N,\N,"60","2017-08-05 14:29:21","其他",\N,\N
"P27501914570128855","2017-08-05 16:00:00",\N,\N,"60","2017-08-05 14:29:30","其他",\N,\N
"P43501914756934152","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:32:36","其他",\N,\N
"P45501914775247783","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:32:55","其他",\N,\N
"P37501914895039524","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:34:55","其他",\N,\N
"P40501914904818461","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:35:04","其他",\N,\N
"P24501915037219383","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:37:17","其他",\N,\N
"P15501915045296790","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:37:25","其他",\N,\N
"P20501915200376923","2017-08-05 14:40:00",\N,\N,"60","2017-08-05 14:40:00","其他",\N,\N
"P34501915222098784","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:40:22","其他",\N,\N
"P20501915234920381","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:40:34","其他",\N,\N
"P5501915533356647","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 14:45:33","其他",\N,\N
"P43501915680975695","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 14:48:01","其他",\N,\N
"P45501915866942104","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:51:06","其他",\N,\N
"P17501915933471524","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 14:52:13","其他",\N,\N
"P7501915958789999","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 14:52:38","其他",\N,\N
"P20501916111046112","2017-08-05 17:00:00","6323","沪BMA057","50","2017-08-05 14:55:10","抢单","6323","沪BMA057"
"P10501916111748237","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:55:11","其他",\N,\N
"P40501916165283657","2017-08-05 15:30:00",\N,\N,"60","2017-08-05 14:56:04","其他",\N,\N
"P13501916258311422","2017-08-05 15:35:00",\N,\N,"60","2017-08-05 14:57:38","其他",\N,\N
"P40501916323425500","2017-08-05 15:45:00",\N,\N,"60","2017-08-05 14:58:43","其他",\N,\N
"P24501916698852770","2017-08-05 15:04:00",\N,\N,"10","2017-08-05 15:04:58","其他",\N,\N
"P23501917210267793","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 15:13:30","其他",\N,\N
"P13501917908096613","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 15:25:08","其他",\N,\N
"P33501918108047721","2017-08-05 15:28:00",\N,\N,"60","2017-08-05 15:28:28","其他",\N,\N
"P33501918146826607","2017-08-05 15:29:00",\N,\N,"10","2017-08-05 15:29:06","其他",\N,\N
"P33501918151082033","2017-08-05 16:30:00","34125","京BZ5367","50","2017-08-05 15:29:11","抢单","34125","京BZ5367"
"P40501918596785130","2017-08-06 17:40:00",\N,\N,"60","2017-08-05 15:36:36","其他",\N,\N
"P13501918631695061","2017-08-05 18:00:00",\N,\N,"60","2017-08-05 15:37:11","其他",\N,\N
"P20501918839013251","2017-08-05 15:40:00",\N,\N,"60","2017-08-05 15:40:38","其他",\N,\N
"P3501918869742900","2017-08-06 17:40:00",\N,\N,"60","2017-08-05 15:41:09","其他",\N,\N
"P27501918952037583","2017-08-06 17:40:00",\N,\N,"60","2017-08-05 15:42:33","其他",\N,\N
"P24501919105567774","2017-08-05 15:45:00",\N,\N,"60","2017-08-05 15:45:05","其他",\N,\N
"P5501919112972089","2017-08-05 15:45:00",\N,\N,"10","2017-08-05 15:45:13","其他",\N,\N
"P25501919219632772","2017-08-05 15:46:00","19517","京BZ5370","50","2017-08-05 15:46:59","绑单","19517","京BZ5370"
"P21501919526364051","2017-08-05 16:52:00","27657","京BZ5974","60","2017-08-05 15:52:06","抢单","27657","京BZ5974"
"P45501920280127008","2017-08-05 18:30:00","33213","晋AD172F","60","2017-08-05 16:04:40","抢单","33213","晋AD172F"
"P33501920945406873","2017-08-05 16:15:00","23925","京BZ5799","60","2017-08-05 16:15:45","绑单","23925","京BZ5799"
"P17501921086013491","2017-08-05 16:18:00","26611","辽BA56E6","50","2017-08-05 16:18:06","绑单","26611","辽BA56E6"
"P25501921140366109","2017-08-05 16:19:00","84263","晋A3842Y","50","2017-08-05 16:19:00","绑单","84263","晋A3842Y"
"P17501921241772092","2017-08-05 16:20:00",\N,\N,"60","2017-08-05 16:20:41","其他",\N,\N
"P22501921745671159","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 16:29:05","其他",\N,\N
"P33501921822916756","2017-08-05 16:30:00",\N,\N,"60","2017-08-05 16:30:22","其他",\N,\N
"P7501921870984062","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 16:31:11","其他",\N,\N
"P5501921999541176","2017-08-05 16:33:00",\N,\N,"60","2017-08-05 16:33:19","其他",\N,\N
"P15501922157327970","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 16:35:57","其他",\N,\N
"P20501923178868859","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 16:52:58","其他",\N,\N
"P22501923254030210","2017-08-05 16:54:00",\N,\N,"60","2017-08-05 16:54:14","其他",\N,\N
"P23501923277743374","2017-08-05 18:55:00","73379","晋A3641Y","60","2017-08-05 16:54:37","抢单","73379","晋A3641Y"
"P24501923330092834","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 16:55:30","其他",\N,\N
"P26501923544115351","2017-08-05 16:59:00",\N,\N,"60","2017-08-05 16:59:04","其他",\N,\N
"P25501923618243297","2017-08-05 19:00:00","73379","晋A3641Y","60","2017-08-05 17:00:18","抢单","73379","晋A3641Y"
"P20501923635268577","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:00:34","其他",\N,\N
"P17501923827169027","2017-08-05 17:30:00",\N,\N,"60","2017-08-05 17:03:47","其他",\N,\N
"P7501923830539289","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:03:50","其他",\N,\N
"P25501924087180286","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:08:07","其他",\N,\N
"P23501924464554256","2017-08-05 17:14:00",\N,\N,"60","2017-08-05 17:14:24","其他",\N,\N
"P27501924494060558","2017-08-05 19:14:00",\N,\N,"60","2017-08-05 17:14:54","其他",\N,\N
"P27501924501758329","2017-08-05 19:14:00","65139","晋AN297P","60","2017-08-05 17:15:01","抢单","65139","晋AN297P"
"P36501924548219675","2017-08-05 17:15:00",\N,\N,"60","2017-08-05 17:15:48","其他",\N,\N
"P33501924588016667","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:16:28","其他",\N,\N
"P45501924796029284","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:19:56","其他",\N,\N
"P15501924926886381","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:22:07","其他",\N,\N
"P23501924968051685","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:22:47","其他",\N,\N
"P26501924988097990","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:23:08","其他",\N,\N
"P33501925066051552","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:24:26","其他",\N,\N
"P30501925104175967","2017-08-05 17:25:00","52043","京BZ5764","50","2017-08-05 17:25:03","绑单","52043","京BZ5764"
"P17501925137299239","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:25:37","其他",\N,\N
"P15501925148430581","2017-08-05 17:25:00",\N,\N,"60","2017-08-05 17:25:48","其他",\N,\N
"P13501925279289812","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:27:59","其他",\N,\N
"P13501925281129997","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:28:01","其他",\N,\N
"P30501925340509647","2017-08-05 18:30:00",\N,\N,"60","2017-08-05 17:29:00","其他",\N,\N
"P40501925465231987","2017-08-05 18:30:00",\N,\N,"60","2017-08-05 17:31:04","其他",\N,\N
"P17501925611449739","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:33:31","其他",\N,\N
"P37501925613025864","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:33:33","其他",\N,\N
"P24501925631938418","2017-08-05 18:30:00",\N,\N,"60","2017-08-05 17:33:51","其他",\N,\N
"P26501925771351432","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:36:11","其他",\N,\N
"P17501925779299548","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:36:19","其他",\N,\N
"P15501925782097052","2017-08-08 08:20:00","81261","豫A71VA0","50","2017-08-05 17:36:22","抢单","81261","豫A71VA0"
"P37501925821498741","2017-08-05 17:37:00",\N,\N,"60","2017-08-05 17:37:01","其他",\N,\N
"P33501925935462641","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:38:55","其他",\N,\N
"P25501925937731656","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:38:57","其他",\N,\N
"P34501926017344851","2017-08-08 17:40:00","43765","豫A90VL5","60","2017-08-05 17:40:17","抢单","43765","豫A90VL5"
"P34501926053994520","2017-08-08 17:40:00","81261","豫A71VA0","50","2017-08-05 17:40:54","抢单","81261","豫A71VA0"
"P33501926229779111","2017-08-05 17:43:00",\N,\N,"60","2017-08-05 17:43:49","其他",\N,\N
"P3501926425107567","2017-08-05 18:30:00",\N,\N,"60","2017-08-05 17:47:05","其他",\N,\N
"P7501926766438350","2017-08-05 17:52:00",\N,\N,"60","2017-08-05 17:52:46","其他",\N,\N
"P7501926850550777","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:54:10","其他",\N,\N
"P36501926851936405","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:54:11","其他",\N,\N
"P5501926926822634","2017-08-05 17:55:00",\N,\N,"60","2017-08-05 17:55:26","其他",\N,\N
"P15501926939522990","2017-08-05 17:55:00",\N,\N,"60","2017-08-05 17:55:39","其他",\N,\N
"P37501926986619439","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:56:26","其他",\N,\N
"P34501926988530120","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:56:28","其他",\N,\N
"P3501927051012245","2017-08-05 17:57:00",\N,\N,"60","2017-08-05 17:57:30","其他",\N,\N
"P40501927058186519","2017-08-05 17:57:00",\N,\N,"60","2017-08-05 17:57:37","其他",\N,\N
"P40501927121472858","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:58:40","其他",\N,\N
"P3501927122845445","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:58:42","其他",\N,\N
"P23501927128377071","2017-08-06 10:30:00","29143","京BZ5966","60","2017-08-05 17:58:48","抢单","29143","京BZ5966"
"P35501927184081713","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 17:59:45","其他",\N,\N
"P26501927320322556","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:02:00","其他",\N,\N
"P13501927472261462","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:04:32","其他",\N,\N
"P37501927651671046","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:07:31","其他",\N,\N
"P7501927657209591","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:07:37","其他",\N,\N
"P5501927676539719","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:07:56","其他",\N,\N
"P22501927683547883","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:08:03","其他",\N,\N
"P40501927751659975","2017-08-05 18:09:00",\N,\N,"60","2017-08-05 18:09:11","其他",\N,\N
"P27501927809648630","2017-08-06 06:15:00","27657","京BZ5974","50","2017-08-05 18:10:09","抢单","27657","京BZ5974"
"P35501927809629378","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:10:09","其他",\N,\N
"P22501927815809136","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:10:15","其他",\N,\N
"P22501927847666329","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:10:47","其他",\N,\N
"P43501927887571110","2017-08-05 18:10:00","85265","京BZ5334","60","2017-08-05 18:11:27","绑单","85265","京BZ5334"
"P5501927944651558","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:12:24","其他",\N,\N
"P36501927974877878","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:12:54","其他",\N,\N
"P27501927976874378","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 18:12:56","其他",\N,\N
"P34501927986756114","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:13:06","其他",\N,\N
"P33501928136039062","2017-08-05 18:15:00",\N,\N,"60","2017-08-05 18:15:36","其他",\N,\N
"P24501928322134884","2017-08-06 06:25:00","112939","京BZ5956","50","2017-08-05 18:18:42","抢单","112939","京BZ5956"
"P22501928331069731","2017-08-05 18:18:00",\N,\N,"60","2017-08-05 18:18:51","其他",\N,\N
"P24501928432251917","2017-08-05 18:20:00",\N,\N,"60","2017-08-05 18:20:32","其他",\N,\N
"P15501928554945779","2017-08-05 18:22:00",\N,\N,"60","2017-08-05 18:22:35","其他",\N,\N
"P33501928689154466","2017-08-05 18:24:00",\N,\N,"60","2017-08-05 18:24:49","其他",\N,\N
"P36501928817525263","2017-08-05 18:26:00",\N,\N,"60","2017-08-05 18:26:57","其他",\N,\N
"P35501928995438117","2017-08-05 18:29:00",\N,\N,"10","2017-08-05 18:29:55","其他",\N,\N
"P3501929310322547","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:35:10","其他",\N,\N
"P3501929433364868","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:37:13","其他",\N,\N
"P20501929473956374","2017-08-05 18:37:00",\N,\N,"60","2017-08-05 18:37:53","其他",\N,\N
"P7501929528823020","2017-08-05 20:00:00","26607","辽BA56B6","50","2017-08-05 18:38:48","抢单","26607","辽BA56B6"
"P3501929560659615","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:39:20","其他",\N,\N
"P3501929627577320","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:40:27","其他",\N,\N
"P36501929640516668","2017-08-05 20:40:00","73379","晋A3641Y","60","2017-08-05 18:40:40","抢单","73379","晋A3641Y"
"P7501929707484898","2017-08-06 06:30:00",\N,\N,"60","2017-08-05 18:41:47","其他",\N,\N
"P22501929740952938","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:42:20","其他",\N,\N
"P23501929846981368","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:44:06","其他",\N,\N
"P22501929867131576","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:44:27","其他",\N,\N
"P20501929954208459","2017-08-05 18:45:00",\N,\N,"60","2017-08-05 18:45:53","其他",\N,\N
"P26501929981246048","2017-08-05 18:46:00",\N,\N,"60","2017-08-05 18:46:21","其他",\N,\N
"P17501930045959845","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:47:25","其他",\N,\N
"P35501930054737214","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:47:34","其他",\N,\N
"P10501930077883811","2017-08-05 18:47:00",\N,\N,"60","2017-08-05 18:47:57","其他",\N,\N
"P10501930206507687","2017-08-05 18:50:00",\N,\N,"60","2017-08-05 18:50:05","其他",\N,\N
"P21501930210570041","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:50:10","其他",\N,\N
"P3501930226036249","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:50:25","其他",\N,\N
"P23501930384486185","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:53:04","其他",\N,\N
"P27501930399166941","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 18:53:19","其他",\N,\N
"P43501930722905047","2017-08-05 18:58:00","65139","晋AN297P","60","2017-08-05 18:58:42","绑单","65139","晋AN297P"
"P45501931036287270","2017-08-05 19:03:00","36399","黑A61449","60","2017-08-05 19:03:56","绑单","36399","黑A61449"
"P23501931215151352","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 19:06:55","其他",\N,\N
"P27501931361478288","2017-08-05 19:43:00","19523","京BZ5364","60","2017-08-05 19:09:21","抢单","19523","京BZ5364"
"P40501931380642382","2017-08-05 20:36:00","3088","苏A7K6F1","50","2017-08-05 19:09:40","抢单","3088","苏A7K6F1"
"P7501931653571774","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 19:14:13","其他",\N,\N
"P3501931750677914","2017-08-05 19:15:00",\N,\N,"60","2017-08-05 19:15:50","其他",\N,\N
"P33501932229109947","2017-08-05 19:23:00","16523","京BZ5247","50","2017-08-05 19:23:49","绑单","16523","京BZ5247"
"P45501932745214359","2017-08-05 19:32:00",\N,\N,"60","2017-08-05 19:32:25","其他",\N,\N
"P17501932901629774","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 19:35:01","其他",\N,\N
"P34501933243366501","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 19:40:43","其他",\N,\N
"P22501933257069998","2017-08-05 19:40:00",\N,\N,"60","2017-08-05 19:40:57","其他",\N,\N
"P22501933393945702","2017-08-05 19:43:00",\N,\N,"60","2017-08-05 19:43:13","其他",\N,\N
"P21501933393987769","2017-08-05 19:43:00",\N,\N,"60","2017-08-05 19:43:14","其他",\N,\N
"P26501933401480522","2017-08-05 19:43:00",\N,\N,"60","2017-08-05 19:43:21","其他",\N,\N
